ENSP00000436737	ENSG00000085063	ENST00000533403
ENSP00000454274	ENSG00000103034	ENST00000567063
ENSP00000454277	ENSG00000178761	ENST00000562698
ENSP00000454278	ENSG00000103978	ENST00000566474
ENSP00000484722	ENSG00000120948	ENST00000616545
ENSP00000484721	ENSG00000277258	ENST00000618506
ENSP00000367521	ENSG00000123179	ENST00000378272
ENSP00000399782	ENSG00000214021	ENST00000452597
ENSP00000399781	ENSG00000117682	ENST00000431933
ENSP00000472744	ENSG00000105287	ENST00000600194
ENSP00000456690	ENSG00000166589	ENST00000570262
ENSP00000456692	ENSG00000007376	ENST00000565377
ENSP00000457562	ENSG00000169371	ENST00000568078
ENSP00000454188	ENSG00000103740	ENST00000559114
ENSP00000457564	ENSG00000140497	ENST00000564529
ENSP00000457566	ENSG00000140876	ENST00000564085
ENSP00000457568	ENSG00000140859	ENST00000565397
ENSP00000457569	ENSG00000167196	ENST00000569054
ENSP00000454181	ENSG00000134152	ENST00000560310
ENSP00000458323	ENSG00000184939	ENST00000569109
ENSP00000450692	ENSG00000125954	ENST00000553743
ENSP00000450695	ENSG00000172717	ENST00000557671
ENSP00000457859	ENSG00000197345	ENST00000567045
ENSP00000392442	ENSG00000119777	ENST00000444135
ENSP00000414049	ENSG00000168757	ENST00000429039
ENSP00000465576	ENSG00000129990	ENST00000590851
ENSP00000465572	ENSG00000141759	ENST00000585474
ENSP00000484186	ENSG00000149428	ENST00000621959
ENSP00000484184	ENSG00000139405	ENST00000615042
ENSP00000385290	ENSG00000172264	ENST00000402914
ENSP00000385292	ENSG00000144895	ENST00000406576
ENSP00000484181	ENSG00000273513	ENST00000620247
ENSP00000457853	ENSG00000140474	ENST00000568667
ENSP00000385298	ENSG00000167077	ENST00000403492
ENSP00000484188	ENSG00000275495	ENST00000622006
ENSP00000455581	ENSG00000187186	ENST00000423809
ENSP00000455582	ENSG00000103449	ENST00000566102
ENSP00000455587	ENSG00000074696	ENST00000566511
ENSP00000455588	ENSG00000102935	ENST00000563137
ENSP00000390204	ENSG00000188175	ENST00000453812
ENSP00000390200	ENSG00000166448	ENST00000450876
ENSP00000439297	ENSG00000140795	ENST00000536476
ENSP00000433321	ENSG00000167996	ENST00000526640
ENSP00000397968	ENSG00000226321	ENST00000443866
ENSP00000459788	ENSG00000132383	ENST00000570451
ENSP00000459787	ENSG00000175866	ENST00000572073
ENSP00000480355	ENSG00000215115	ENST00000535490
ENSP00000480354	ENSG00000275954	ENST00000617882
ENSP00000480351	ENSG00000274497	ENST00000621803
ENSP00000311684	ENSG00000072195	ENST00000312358
ENSP00000455630	ENSG00000129636	ENST00000563730
ENSP00000427151	ENSG00000132466	ENST00000509867
ENSP00000427155	ENSG00000109794	ENST00000502970
ENSP00000425947	ENSG00000170153	ENST00000506101
ENSP00000425940	ENSG00000164168	ENST00000508208
ENSP00000268613	ENSG00000140945	ENST00000268613
ENSP00000439746	ENSG00000162129	ENST00000543042
ENSP00000463300	ENSG00000249459	ENST00000583002
ENSP00000414956	ENSG00000108587	ENST00000414833
ENSP00000440378	ENSG00000161714	ENST00000538093
ENSP00000440371	ENSG00000052126	ENST00000536974
ENSP00000440373	ENSG00000089094	ENST00000539394
ENSP00000440372	ENSG00000247077	ENST00000543955
ENSP00000387633	ENSG00000144674	ENST00000450863
ENSP00000387636	ENSG00000117713	ENST00000457599
ENSP00000426200	ENSG00000113231	ENST00000502945
ENSP00000462001	ENSG00000105655	ENST00000578352
ENSP00000462000	ENSG00000169660	ENST00000578130
ENSP00000462007	ENSG00000167281	ENST00000584778
ENSP00000426207	ENSG00000109452	ENST00000511838
ENSP00000426206	ENSG00000171234	ENST00000502942
ENSP00000460533	ENSG00000072736	ENST00000575270
ENSP00000460539	ENSG00000228696	ENST00000575960
ENSP00000451043	ENSG00000165948	ENST00000553664
ENSP00000415605	ENSG00000114698	ENST00000433593
ENSP00000415604	ENSG00000088205	ENST00000415038
ENSP00000415602	ENSG00000187239	ENST00000449089
ENSP00000461230	ENSG00000167741	ENST00000573591
ENSP00000351486	ENSG00000198400	ENST00000358660
ENSP00000451636	ENSG00000166428	ENST00000553861
ENSP00000451635	ENSG00000006377	ENST00000555308
ENSP00000416552	ENSG00000007350	ENST00000426203
ENSP00000416556	ENSG00000082293	ENST00000455415
ENSP00000417607	ENSG00000112655	ENST00000476760
ENSP00000417606	ENSG00000059378	ENST00000489809
ENSP00000453675	ENSG00000092330	ENST00000559019
ENSP00000453676	ENSG00000138606	ENST00000561239
ENSP00000412070	ENSG00000150556	ENST00000450639
ENSP00000412073	ENSG00000155749	ENST00000439709
ENSP00000412075	ENSG00000161249	ENST00000436012
ENSP00000412076	ENSG00000172071	ENST00000415570
ENSP00000341500	ENSG00000066032	ENST00000343114
ENSP00000468729	ENSG00000196628	ENST00000570146
ENSP00000468722	ENSG00000130023	ENST00000592367
ENSP00000468723	ENSG00000174917	ENST00000587950
ENSP00000388740	ENSG00000084774	ENST00000456311
ENSP00000468727	ENSG00000129657	ENST00000590483
ENSP00000475860	ENSG00000091972	ENST00000606471
ENSP00000475864	ENSG00000124588	ENST00000606474
ENSP00000475867	ENSG00000130517	ENST00000595066
ENSP00000463844	ENSG00000180011	ENST00000581620
ENSP00000463845	ENSG00000171634	ENST00000581258
ENSP00000412389	ENSG00000099991	ENST00000445422
ENSP00000412388	ENSG00000232434	ENST00000436881
ENSP00000463840	ENSG00000178927	ENST00000582438
ENSP00000463841	ENSG00000005243	ENST00000579263
ENSP00000479105	ENSG00000278605	ENST00000614483
ENSP00000463848	ENSG00000158201	ENST00000584464
ENSP00000406412	ENSG00000132274	ENST00000450670
ENSP00000480734	ENSG00000275577	ENST00000621018
ENSP00000452321	ENSG00000170633	ENST00000554868
ENSP00000468096	ENSG00000105355	ENST00000589494
ENSP00000468097	ENSG00000099622	ENST00000591659
ENSP00000427639	ENSG00000164211	ENST00000502322
ENSP00000427638	ENSG00000145242	ENST00000511294
ENSP00000427677	ENSG00000204628	ENST00000504128
ENSP00000427635	ENSG00000131730	ENST00000505060
ENSP00000468099	ENSG00000141576	ENST00000591355
ENSP00000427632	ENSG00000172780	ENST00000476465
ENSP00000417648	ENSG00000173706	ENST00000487661
ENSP00000453098	ENSG00000140374	ENST00000560726
ENSP00000452327	ENSG00000196405	ENST00000557153
ENSP00000431299	ENSG00000138303	ENST00000486689
ENSP00000431296	ENSG00000135218	ENST00000534394
ENSP00000431297	ENSG00000009307	ENST00000530886
ENSP00000431295	ENSG00000108312	ENST00000529373
ENSP00000431292	ENSG00000132781	ENST00000531105
ENSP00000431290	ENSG00000158055	ENST00000524724
ENSP00000453093	ENSG00000140455	ENST00000559771
ENSP00000461729	ENSG00000072864	ENST00000577101
ENSP00000461723	ENSG00000103274	ENST00000574691
ENSP00000461722	ENSG00000141255	ENST00000574797
ENSP00000461726	ENSG00000183914	ENST00000575105
ENSP00000370684	ENSG00000205726	ENST00000381284
ENSP00000466835	ENSG00000167470	ENST00000586843
ENSP00000413388	ENSG00000114331	ENST00000439758
ENSP00000428697	ENSG00000104472	ENST00000519533
ENSP00000428691	ENSG00000012232	ENST00000523149
ENSP00000428693	ENSG00000104517	ENST00000518205
ENSP00000412924	ENSG00000146151	ENST00000428842
ENSP00000428698	ENSG00000146373	ENST00000521654
ENSP00000428699	ENSG00000104497	ENST00000520618
ENSP00000412921	ENSG00000196712	ENST00000431387
ENSP00000387999	ENSG00000168781	ENST00000439195
ENSP00000287272	ENSG00000156687	ENST00000287272
ENSP00000413033	ENSG00000007392	ENST00000429378
ENSP00000413030	ENSG00000144560	ENST00000426568
ENSP00000387990	ENSG00000136205	ENST00000428457
ENSP00000456350	ENSG00000137766	ENST00000560537
ENSP00000479810	ENSG00000275835	ENST00000622507
ENSP00000472844	ENSG00000105738	ENST00000595982
ENSP00000479813	ENSG00000099817	ENST00000619917
ENSP00000415052	ENSG00000168702	ENST00000437977
ENSP00000471402	ENSG00000126456	ENST00000601373
ENSP00000462824	ENSG00000141506	ENST00000585260
ENSP00000462827	ENSG00000109084	ENST00000582113
ENSP00000436746	ENSG00000149582	ENST00000533689
ENSP00000462821	ENSG00000177728	ENST00000582186
ENSP00000436740	ENSG00000149792	ENST00000531705
ENSP00000436743	ENSG00000127054	ENST00000527719
ENSP00000462822	ENSG00000005379	ENST00000580669
ENSP00000460098	ENSG00000141577	ENST00000571292
ENSP00000423645	ENSG00000138759	ENST00000502446
ENSP00000415057	ENSG00000140332	ENST00000440567
ENSP00000378347	ENSG00000117906	ENST00000394883
ENSP00000263831	ENSG00000121644	ENST00000263831
ENSP00000378341	ENSG00000171132	ENST00000394874
ENSP00000432246	ENSG00000254469	ENST00000528560
ENSP00000432240	ENSG00000137513	ENST00000529880
ENSP00000432248	ENSG00000117262	ENST00000462900
ENSP00000432249	ENSG00000110651	ENST00000492252
ENSP00000408313	ENSG00000158006	ENST00000439092
ENSP00000467373	ENSG00000033627	ENST00000589727
ENSP00000467370	ENSG00000101544	ENST00000561195
ENSP00000467377	ENSG00000184635	ENST00000592160
ENSP00000467375	ENSG00000092931	ENST00000591864
ENSP00000414560	ENSG00000160796	ENST00000443829
ENSP00000470996	ENSG00000198521	ENST00000596899
ENSP00000470994	ENSG00000105197	ENST00000594583
ENSP00000439832	ENSG00000134532	ENST00000537393
ENSP00000233612	ENSG00000115271	ENST00000233612
ENSP00000349052	ENSG00000116885	ENST00000356637
ENSP00000473710	ENSG00000164466	ENST00000502393
ENSP00000473714	ENSG00000156113	ENST00000604624
ENSP00000477411	ENSG00000242110	ENST00000512079
ENSP00000477418	ENSG00000178252	ENST00000429900
ENSP00000471717	ENSG00000197124	ENST00000595736
ENSP00000471715	ENSG00000008382	ENST00000596722
ENSP00000402179	ENSG00000184277	ENST00000428002
ENSP00000433591	ENSG00000136153	ENST00000524651
ENSP00000433590	ENSG00000030066	ENST00000530326
ENSP00000433597	ENSG00000183793	ENST00000360151
ENSP00000433596	ENSG00000165916	ENST00000524447
ENSP00000386227	ENSG00000171444	ENST00000408903
ENSP00000386228	ENSG00000176406	ENST00000408894
ENSP00000433598	ENSG00000137713	ENST00000531890
ENSP00000467958	ENSG00000267001	ENST00000586572
ENSP00000452574	ENSG00000129566	ENST00000556935
ENSP00000344298	ENSG00000176809	ENST00000339474
ENSP00000431570	ENSG00000166012	ENST00000532455
ENSP00000431577	ENSG00000086205	ENST00000529117
ENSP00000420699	ENSG00000118855	ENST00000491804
ENSP00000431575	ENSG00000167996	ENST00000529631
ENSP00000443463	ENSG00000151176	ENST00000545182
ENSP00000466028	ENSG00000087903	ENST00000589340
ENSP00000431579	ENSG00000134443	ENST00000530323
ENSP00000420697	ENSG00000163681	ENST00000466255
ENSP00000443468	ENSG00000139182	ENST00000535452
ENSP00000455303	ENSG00000140365	ENST00000567377
ENSP00000449602	ENSG00000075856	ENST00000550619
ENSP00000449601	ENSG00000122986	ENST00000548312
ENSP00000433626	ENSG00000042429	ENST00000528786
ENSP00000306726	ENSG00000171208	ENST00000303155
ENSP00000429644	ENSG00000034239	ENST00000523008
ENSP00000429645	ENSG00000120963	ENST00000519744
ENSP00000361715	ENSG00000124116	ENST00000372632
ENSP00000361713	ENSG00000124116	ENST00000372630
ENSP00000429642	ENSG00000147649	ENST00000521933
ENSP00000475284	ENSG00000079263	ENST00000456542
ENSP00000409542	ENSG00000234409	ENST00000439765
ENSP00000406254	ENSG00000132323	ENST00000450411
ENSP00000387179	ENSG00000158552	ENST00000409097
ENSP00000387178	ENSG00000240583	ENST00000409611
ENSP00000387177	ENSG00000115419	ENST00000409428
ENSP00000387176	ENSG00000222038	ENST00000409602
ENSP00000387174	ENSG00000157985	ENST00000409457
ENSP00000387171	ENSG00000144366	ENST00000409805
ENSP00000387170	ENSG00000204120	ENST00000409451
ENSP00000370925	ENSG00000214026	ENST00000381514
ENSP00000445181	ENSG00000111554	ENST00000539972
ENSP00000474871	ENSG00000142046	ENST00000604123
ENSP00000379753	ENSG00000048462	ENST00000396495
ENSP00000435508	ENSG00000182934	ENST00000532259
ENSP00000448557	ENSG00000170515	ENST00000552766
ENSP00000379758	ENSG00000129255	ENST00000396501
ENSP00000428993	ENSG00000134028	ENST00000522298
ENSP00000428991	ENSG00000104419	ENST00000522738
ENSP00000436834	ENSG00000014164	ENST00000528401
ENSP00000428996	ENSG00000143702	ENST00000522895
ENSP00000428999	ENSG00000036565	ENST00000522513
ENSP00000436830	ENSG00000197971	ENST00000528160
ENSP00000405782	ENSG00000100124	ENST00000411961
ENSP00000405780	ENSG00000100311	ENST00000440375
ENSP00000464588	ENSG00000108389	ENST00000583243
ENSP00000325301	ENSG00000205643	ENST00000314567
ENSP00000405788	ENSG00000115705	ENST00000422464
ENSP00000437621	ENSG00000149948	ENST00000536545
ENSP00000437623	ENSG00000174099	ENST00000540804
ENSP00000366158	ENSG00000131398	ENST00000376959
ENSP00000406783	ENSG00000030419	ENST00000433134
ENSP00000405258	ENSG00000180198	ENST00000434290
ENSP00000437285	ENSG00000197798	ENST00000530043
ENSP00000365639	ENSG00000120549	ENST00000376456
ENSP00000405252	ENSG00000118507	ENST00000431975
ENSP00000446236	ENSG00000130787	ENST00000535012
ENSP00000446237	ENSG00000071909	ENST00000484338
ENSP00000446234	ENSG00000105676	ENST00000535478
ENSP00000446232	ENSG00000133704	ENST00000535598
ENSP00000446231	ENSG00000111711	ENST00000542038
ENSP00000378809	ENSG00000109083	ENST00000395418
ENSP00000404782	ENSG00000241978	ENST00000434623
ENSP00000404783	ENSG00000168397	ENST00000428861
ENSP00000404785	ENSG00000164535	ENST00000436575
ENSP00000472433	ENSG00000105202	ENST00000594309
ENSP00000472430	ENSG00000142002	ENST00000597849
ENSP00000472436	ENSG00000105072	ENST00000594035
ENSP00000356564	ENSG00000034693	ENST00000367592
ENSP00000356568	ENSG00000146416	ENST00000367596
ENSP00000398236	ENSG00000176040	ENST00000452346
ENSP00000481241	ENSG00000274675	ENST00000612211
ENSP00000480198	ENSG00000172830	ENST00000532181
ENSP00000352025	ENSG00000178053	ENST00000359117
ENSP00000480194	ENSG00000276613	ENST00000612796
ENSP00000476174	ENSG00000118707	ENST00000557885
ENSP00000437786	ENSG00000130779	ENST00000540304
ENSP00000439505	ENSG00000100226	ENST00000488787
ENSP00000439503	ENSG00000095110	ENST00000534921
ENSP00000404126	ENSG00000099901	ENST00000416427
ENSP00000404127	ENSG00000196826	ENST00000428311
ENSP00000404120	ENSG00000132164	ENST00000454147
ENSP00000440179	ENSG00000177192	ENST00000537484
ENSP00000364170	ENSG00000150076	ENST00000375030
ENSP00000410652	ENSG00000170142	ENST00000442670
ENSP00000440171	ENSG00000013573	ENST00000535317
ENSP00000440177	ENSG00000229859	ENST00000543125
ENSP00000464567	ENSG00000160392	ENST00000577617
ENSP00000410654	ENSG00000197933	ENST00000431998
ENSP00000401570	ENSG00000214128	ENST00000413208
ENSP00000434877	ENSG00000155366	ENST00000484054
ENSP00000467462	ENSG00000134775	ENST00000592128
ENSP00000398901	ENSG00000204385	ENST00000414427
ENSP00000467463	ENSG00000131477	ENST00000589683
ENSP00000426842	ENSG00000157107	ENST00000507345
ENSP00000435085	ENSG00000134248	ENST00000483260
ENSP00000435082	ENSG00000099834	ENST00000526077
ENSP00000435081	ENSG00000166441	ENST00000532359
ENSP00000354077	ENSG00000102890	ENST00000360833
ENSP00000354074	ENSG00000138326	ENST00000360830
ENSP00000354075	ENSG00000073536	ENST00000360831
ENSP00000396501	ENSG00000151779	ENST00000441755
ENSP00000393891	ENSG00000214128	ENST00000458494
ENSP00000436781	ENSG00000077514	ENST00000532954
ENSP00000351646	ENSG00000168439	ENST00000358794
ENSP00000454846	ENSG00000168589	ENST00000568035
ENSP00000454847	ENSG00000140563	ENST00000557742
ENSP00000454845	ENSG00000103249	ENST00000564568
ENSP00000416719	ENSG00000102547	ENST00000425242
ENSP00000467031	ENSG00000221926	ENST00000577446
ENSP00000467033	ENSG00000108839	ENST00000480801
ENSP00000467037	ENSG00000152234	ENST00000590665
ENSP00000417447	ENSG00000157800	ENST00000492027
ENSP00000417443	ENSG00000158604	ENST00000481238
ENSP00000436787	ENSG00000149100	ENST00000524896
ENSP00000417441	ENSG00000163714	ENST00000480029
ENSP00000436786	ENSG00000118058	ENST00000534358
ENSP00000426128	ENSG00000197530	ENST00000504599
ENSP00000424655	ENSG00000138663	ENST00000511653
ENSP00000426120	ENSG00000155324	ENST00000513040
ENSP00000277551	ENSG00000148408	ENST00000277551
ENSP00000426123	ENSG00000108848	ENST00000510984
ENSP00000440825	ENSG00000233024	ENST00000545114
ENSP00000423600	ENSG00000177034	ENST00000512560
ENSP00000440827	ENSG00000060982	ENST00000539780
ENSP00000433682	ENSG00000152763	ENST00000464352
ENSP00000423601	ENSG00000147168	ENST00000473378
ENSP00000411295	ENSG00000166508	ENST00000425308
ENSP00000465079	ENSG00000099875	ENST00000588014
ENSP00000417195	ENSG00000114013	ENST00000478741
ENSP00000482452	ENSG00000278430	ENST00000620486
ENSP00000426690	ENSG00000151150	ENST00000460468
ENSP00000426691	ENSG00000249931	ENST00000512626
ENSP00000426698	ENSG00000174796	ENST00000502620
ENSP00000416608	ENSG00000105889	ENST00000424363
ENSP00000314320	ENSG00000178685	ENST00000313059
ENSP00000425766	ENSG00000159733	ENST00000515169
ENSP00000356917	ENSG00000162745	ENST00000367940
ENSP00000421476	ENSG00000150471	ENST00000507164
ENSP00000421474	ENSG00000242441	ENST00000508440
ENSP00000388961	ENSG00000142528	ENST00000445728
ENSP00000421471	ENSG00000038002	ENST00000510635
ENSP00000421470	ENSG00000114120	ENST00000507429
ENSP00000388968	ENSG00000152455	ENST00000433779
ENSP00000452875	ENSG00000187630	ENST00000560276
ENSP00000452874	ENSG00000134138	ENST00000560617
ENSP00000483501	ENSG00000163798	ENST00000618046
ENSP00000483500	ENSG00000136147	ENST00000496623
ENSP00000336565	ENSG00000083838	ENST00000335841
ENSP00000336566	ENSG00000157020	ENST00000337354
ENSP00000399620	ENSG00000070950	ENST00000421052
ENSP00000456557	ENSG00000198736	ENST00000564908
ENSP00000399624	ENSG00000185347	ENST00000455454
ENSP00000456550	ENSG00000137822	ENST00000565548
ENSP00000453626	ENSG00000183475	ENST00000558747
ENSP00000482357	ENSG00000275118	ENST00000612092
ENSP00000456559	ENSG00000235169	ENST00000561886
ENSP00000482351	ENSG00000122390	ENST00000615865
ENSP00000384190	ENSG00000155100	ENST00000404789
ENSP00000384191	ENSG00000157214	ENST00000402625
ENSP00000384196	ENSG00000112096	ENST00000401980
ENSP00000384199	ENSG00000095002	ENST00000406134
ENSP00000385829	ENSG00000163793	ENST00000404433
ENSP00000385827	ENSG00000118004	ENST00000404205
ENSP00000371525	ENSG00000182551	ENST00000382093
ENSP00000388348	ENSG00000124222	ENST00000458280
ENSP00000384443	ENSG00000213626	ENST00000404397
ENSP00000388343	ENSG00000148488	ENST00000440449
ENSP00000371528	ENSG00000147852	ENST00000382096
ENSP00000384444	ENSG00000115694	ENST00000405883
ENSP00000476124	ENSG00000110436	ENST00000606205
ENSP00000422700	ENSG00000015479	ENST00000504311
ENSP00000394216	ENSG00000122133	ENST00000433563
ENSP00000394217	ENSG00000158296	ENST00000450298
ENSP00000404510	ENSG00000173699	ENST00000440792
ENSP00000398579	ENSG00000269335	ENST00000413620
ENSP00000398576	ENSG00000105953	ENST00000439616
ENSP00000356003	ENSG00000174059	ENST00000367036
ENSP00000341558	ENSG00000164796	ENST00000339701
ENSP00000398572	ENSG00000118263	ENST00000423015
ENSP00000398571	ENSG00000204099	ENST00000435894
ENSP00000454024	ENSG00000067141	ENST00000560328
ENSP00000423312	ENSG00000164323	ENST00000514798
ENSP00000454026	ENSG00000137821	ENST00000558456
ENSP00000391364	ENSG00000197748	ENST00000434629
ENSP00000411902	ENSG00000162614	ENST00000440324
ENSP00000391362	ENSG00000130413	ENST00000418597
ENSP00000438372	ENSG00000162129	ENST00000544382
ENSP00000414361	ENSG00000157216	ENST00000417664
ENSP00000414369	ENSG00000164062	ENST00000449966
ENSP00000393294	ENSG00000164078	ENST00000434765
ENSP00000393292	ENSG00000143337	ENST00000435319
ENSP00000393290	ENSG00000163531	ENST00000413225
ENSP00000423318	ENSG00000150753	ENST00000503026
ENSP00000426906	ENSG00000249141	ENST00000507747
ENSP00000426907	ENSG00000109736	ENST00000514800
ENSP00000393298	ENSG00000156735	ENST00000432471
ENSP00000378446	ENSG00000100644	ENST00000394997
ENSP00000411823	ENSG00000164402	ENST00000414594
ENSP00000450353	ENSG00000257767	ENST00000546840
ENSP00000385310	ENSG00000179915	ENST00000405581
ENSP00000385317	ENSG00000114439	ENST00000402543
ENSP00000470602	ENSG00000167619	ENST00000601644
ENSP00000470601	ENSG00000214046	ENST00000597711
